Giorno,Passi,Sens1,Sens2,Sens3,Sens4,Sens5,Sens6,Sens7,Sens8
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,74,6,6,6,6,6 
0,0,391,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,245,6,6,6,6,6 
0,0,267,6,6,6,6,6 
0,0,378,6,6,6,6,6 
0,0,289,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,6,6,6,6,6,6 
0,0,325,260,235,14,6,6 
0,0,632,1367,333,706,6,6 
0,0,512,1385,770,554,6,6 
0,1,947,2107,1386,1069,6,6 
0,1,821,2127,1476,1331,6,6 
0,1,810,2860,1775,1316,6,6 
0,1,970,2560,1443,2007,6,6 
0,1,929,1276,900,1391,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
